query_id	query
1672	who has the overall responsibility for management and operating of a company?
1673	saa audit objective
1674	who must conduct prea audits
1675	are subrecipients required to use federal funding in the best interest of their award program
1676	us dept of justice fbi of prisons change notice op
1677	who is responsible for remedying noncompliance
1678	which federal agency is considered cognizant
1679	are state prisoners eligible for transfers
1680	when can funds be used to support another agency without written authorization from the cops office
1681	what are the dates for the quarterly progress report
1682	how long before quarterly reports will be due
1683	what training do community policing officer need
1684	what is the purpose of site visits at cops offices
1685	what documents are included in the irs schedule?
1686	cops office office phone number
1687	who conferred to jfk the honour of honorary citizen of ireland
1688	when signing an ahtf award
1689	can you refuse to report income tax deductions
1690	can dual citizenship inmates apply for a transfer
1691	when can pending appeal and collateral attack be resolved by case manager
1692	indirect costs definition
1693	what is the goal of response
1694	does the federal employment opportunity plan impose quotas
1695	what is cops funding
1696	is the dept of education under review?
1697	is season ticket renewal property
1698	cooperative income taxable income
1699	which of the following is an inmate accident compensation policy?
1700	how long is an ahtf award
1701	what is considered a capital expenditure
1702	doj code of conduct principles
1703	when do subawards need to be reported
1704	where can i print cops application
1705	visiting privileges of a minister of record must be submitted directly to the chaplaincy services department
1706	can ex government employee represent anyone in irs
1707	what is the example of standby letter of credit?
1708	what types of events do not require prior approval?
1709	can you extend a cops award
1710	what is indirect cost rate
1711	what is the purpose of a site visit in cops
1712	ovw grants
1713	can trgp positions be redeployed?
1714	which method is used when the awarding agency determines that all funding is actually received or paid out?
1715	who may represent an employer
1716	what is full time work status
1717	what is the cops office anti-heroin task force program
1718	who determines competition inadequate
1719	when is a doj conference required to be reported
1720	what year were broiler pool losses used
1721	what agency can help with public safety issues
1722	what is cops anti heroin task force program?
1723	when was the 1984 act of audit amended
1724	how long to reimburse for expenses after grant
1725	types of body armor
1726	when was irs memo released
1727	who sign the award document
1728	how long must ahtf financial records be kept
1729	what must be kept in records for ahtf
1730	what is the authority of the congress to conduct oversight in the legislative branch
1731	when are federal awards or funding increments awarded
1732	when does mitigation apply
1733	when is a nation sovereign in its territorial sea?
1734	probationary audit timeframe
1735	what skills are needed for community policing training?
1736	can gift checks be deducted from tax
1737	what is the requirements to be a ahtf agency
1738	what is community policing philosophy
1739	is treas. reg 1.267-3(a) valid
1740	citi bank ach account number
1741	who has a right to control how a worker performs the specific task for which he or she is hired?
1742	when should sf 425 be spent
1743	when is cops office required to report to the oig
1744	who can track trgp funding
1745	where is the office of special counsel for immigration-related employment practices located
1746	who has asked the general accounting office to study the bcbs
1747	who controls the independent counsel statute
1748	what must you comply with to obtain a cops
1749	which provision did congress intended to provide foreign trustees more liberal access to the fund than it provided to domestic trustees?
1750	what is part time status for inmates
1751	why do officers need to be trained
1752	are travel expenses allowable for cops
1753	do balance sheets fall under treasury regulation
1754	who is the clinical coordinator of the ctp inmate
1755	who is the owner of a tenancy by the entireties property?
1756	how to enter dependents social security number
1757	eobgr purpose
1758	define abuse of authority
1759	can employers use e verify in federal court
1760	when are internet references valid
1761	what is the due date for sf
1762	what is cops tribal resource grant
1763	what is the single audit act
1764	which facility ensures an inmate receives medication before leaving the institution?
1765	what to do with cops award
1766	why is local patrol organization important
1767	is a drug-free workplace required
1768	tribal resources grant program (trgp) awards
1769	when do you report total compensation to sam
1770	does the president get to use travel expenses
1771	is a qualifying relative an itin
1772	when may an a deduct amounts paid to d stores to redeem gift checks
1773	why the cops is required
1774	oig audit report findings
1775	what is gprs payment
1776	is patent service subject to depreciation
1777	how to apply for federal assistance
1778	what are the roles of a mou
1779	us department of justice royalty-free
1780	what is the j&c document for detainees
1781	are administrative costs deductible
1782	what is policing in the community
1783	which federal employee is prohibited from taking reprisal actions against an employee?
1784	which department has civil rights initiatives
1785	what is the purpose of the system for grant management database
1786	is ill-gotten gains included in gross earnings
1787	does trufacs process nsf withdrawals
1788	what is the authorized official
1789	what is the authority of customs section 881
1790	why sign a cops grant
1791	what is trgp grant modification
1792	_______ is a procedure for responding to a discrimination complaint from clients, customers, program participants, or consumers of the state administering agency and its subrecipients policy number.
1793	what is the level of privilege system
1794	when are sf 425 reports due
1795	what is cops grant monitoring
1796	who can make recess appointments in senate
1797	who is the director of cops office?
1798	who signs a cops award document
1799	can trgp hiring awards be used for overtime
1800	what is oig audit
1801	when a service to an institution in the best interest of the government may be purchased at the discretion of the warden
1802	what is the administrative law judge's authority
1803	what is single audit act requirements
1804	what is indirect and allowable expenses
1805	is the proposed irm paragraph legally adequate to deal with situations where the return claims an erroneous refund based on a false credit?
1806	do parking structures appear as buildings
1807	why is the cops office sme selected
1808	which is specifically applicable to the award of an award
1809	eeop requirements for nonprofit organizations
1810	how to transfer inmate funds to trust fund
1811	when to issue religious items inmates
1812	how does a cooperative deduct patronage dividends
1813	what is the evidentiary standard for administrative investigations
1814	who may use the returns and return information for the purposes of the disclosure under this paragraph
1815	which letter was considered the vehicle by which the united states claimed a three-mile territorial sea?
1816	who should the director of the bureau for prisons contact?
1817	can you seek recertification
1818	what is cops award number
1819	when is health coverage tax credit available for self employed individuals
1820	what is cops grant specialist
1821	can staff apply restraints
1822	what was the trgp grant used for
1823	who has the right to direct or control how the worker performs the specific task
1824	what does subaward mean
1825	can cops funds be paid for redeploying a new employee?
1826	cops cpd office number
1827	is ethanol productive capacity limitation applicable to taxpayers
1828	what is an award document
1829	what is sole source justification for an award
1830	when is irm used for taxable income
1831	who is solicitor of labor
1832	what is the form bp-a0339?
1833	why are federal funds required to be used to the best of their own interests?
1834	when a dts is not able to verify documentation
1835	why do we need resources in community policing
1836	what is the filing date for a sf 425
1837	do subsidiaries need to give employee stock options
1838	can cops extend the time to be approved
1839	what unit staff will notify the vwc of the csw change?
1840	what is the aca requirements for correctional agencies
1841	what is the materially below market interest rate
1842	what is the contract provisions for nonfederal entities
1843	how to designate the fpoc in gms
1844	what constitutional obligation states that neither chamber can adjourn for more than three days without consent of the other?
1845	what is the responsibility of a recipient
1846	when a particular situation necessitates the use of force (eg. for self-protection), the application of force must not exceed the amount of force specified by the bureau of
1847	who filed the frivolous return
1848	does an award for unenforceable condition
1849	what is the inspector general's action
1850	what is the system for award management in federal funds
1851	what form is required for classified information
1852	does a host licensee pay for provider claims?
1853	what division of the department of education is civil rights
1854	u.s. department of justice supplanting grant condition number
1855	decertification notice of suspension
1856	what is the federal award provisions for non-federal entities
1857	when is the program progress report due
1858	department of justice nya fax number
1859	total value of currently active awards
1860	oig contact number
1861	why would secret white house department communications be classified as executive privilege?
1862	when must i sign the award documents?
1863	what conditions must you agree to accept a training award
1864	when are you required to submit an sf 425
1865	what is the allowable cost condition for cops grant
1866	what are allowable costs
1867	what is the purpose of a dna capacity enhancement program?
1868	what is the objective of a saa audit?
1869	which condition states that federal funds will not be awarded to parties that are prohibited from participation
1870	how to extend cops award
1871	how can i approve an award from cops
1872	cops office tribal grants
1873	who owns the payphones
1874	what documentation do auditors need
1875	what is the cardinal rule in the interpretation of a contract?
1876	who can exempt an inmate from yca
1877	what requirements are required to obtain a cops award
1878	is there an exception to the miscellaneous receipts act?
1879	oig recipient audit
1880	what is meant by the condition that you must use federal money in the best interest of a recipient?
1881	when to submit conference cost request
1882	which post order must specifically allow staff to return fire upon first?
1883	why do auditors keep notes
1884	which section prescribes standard settings and practices for institutional programs?
1885	why cpi is used retail inventory method
1886	which of the following describes operating principles for the interjurisdictional criminal information system?
1887	who is responsible for the acquisition of copyright rights to publication
1888	what is the process for placing an inmate in home confinement
1889	why a community meeting
1890	what type of armor is used for submachine guns
1891	what happens if a inmate overpays his or her for ifrp
1892	how many types of events do not require prior approval?
1893	can i claim a person on 1040-SR
1894	how to register for elections
1895	are deductions allowable
1896	doj tribal assistance programs
1897	are local match programs required
1898	what is part 23 for cops
1899	what is the purpose of the commissary fund?
1900	what does inspector general mean
1901	how is trgp used
1902	what if we have more than one pass award?
1903	when is sf 425 due
1904	cops contact number
1905	are cops conditions included in an award document supplement
1906	did corporation x seek a declaration that its patents were valid?
1907	are partnership interest taxes deferred
1908	can exclusivity periods be waived
1909	is section 218 under fica law
1910	which federal law prohibits lobbying
1911	what does chp grant money do
1912	what was the presidents authority to extend the territorial sea?
1913	what does the media represent
1914	are indirect costs allowable
1915	does taxpayers assume risk of not being reimbursed
1916	what is the common rule for the protection of human subjects
1917	types of armor
1918	highest level of protection for body armor
1919	what is prea audit methodology
1920	what is the scope of work for cops
1921	what is the nonsupplanting requirement on cops grants
1922	do taxpayers abandon community projects
1923	what is the condition for a cops anti-methamphetamine program
1924	when can tribal governments use state trgp grant funds
1925	is there a statutory deduction for stock options?
1926	cops office status reporting telephone number
1927	what is the budget development branch responsible for
1928	who is responsible for entering approval into trust fund trulincs?
1929	does personal service order govern donation
1930	how do policing officers learn
1931	who may be given authority to impose a monetary penalty in an appraisal?
1932	does cops grant extend
1933	uilc irs memo number
1934	why do auditors have to defend their findings in their reports
1935	what is the trauma of life workshop
1936	what is the policy of the federal government to conduct business only with responsible persons?
1937	what is the cops office
1938	what are the records a cops office must maintain regarding ahtf award
1939	how long do cops agencies have to approve nocost time
1940	what term or condition must be included in a subaward or contract
1941	how do you access the program progress report on a website
1942	when reporting sexual abuse to another inmate
1943	which of the following terms of the provider contracts specifically provides that the provider controls the member's coverage?
1944	why is it important to have a local patrol
1945	who requires an audit of saa
1946	what are the standards of administration for correctional agencies?
1947	how many phases of addie modeling
1948	what is the section 481(a) adjustment for taxation
1949	cia interrogation opinion withdrawn
1950	cops grant office telephone number
1951	cops office grant contact number
1952	cops office report phone number
1953	what is the relationship between retail price and retail ratio
1954	why do you need to maintain i 9
1955	what is continuing education for practitioners on federal taxes
1956	do subsidiaries have royalty income
1957	which case is true even when the taxpayer was unaware of his right to choose?
1958	how to report sales of a personal item on 1099 k
1959	how can the president direct federal agencies to comply with executive order 12866
1960	which condition of a law enforcement officer is an ahtf funded officer?
1961	authority upon which a position may be reasonably based is in
1962	who is authorized to sign cops award
1963	who is authorized by cops
1964	can we request a sole source justification request
1965	why are psychologist records important
1966	who is cognizant federal agency
1967	what is the legal document for detainees
1968	what is section 881 of the controlled substance act
1969	why is the oig audit necessary
1970	why is an oig audit performed
1971	how is step transaction doctrine different to step transaction doctrine
1972	requirements to maintain appropriate records for award expenditures
1973	ahtf program reports
1974	can a condition of an award be held to be unenforceable?
1975	cops contact us phone number
1976	how to notify victim on vwp
1977	can board of directors serve part time
1978	what executive order is the non-procurement review of federal programs?
1979	can defendant have knowledge of the facts
1980	how far in advance do you need to submit an event for review and approval?
1981	are accounting systems required
1982	what regulation requires nonprocurement debarment and suspension
1983	which circuit held chevron regulation valid?
1984	who is employer for taxes
1985	what is the opi number for rsd/psb
1986	what is the level of privilege system in ctp
1987	what is the treatment phase for inmates
1988	can an organization be exempt from eeop
1989	what is the effects of a judicial stay on administrative fund termination?
1990	congressional authority to exempt independent agencies from regulatory review
1991	who may assert executive privilege
1992	which circuit based the regulation on a permissible construction of the statute?
1993	when is the sf 425 due?
1994	is a cooperative taxed
1995	authority on which positions may be reasonably based
1996	who is the cognizant agency
1997	can cops funds be supplemented
1998	what is the fpi form for workers inmate
1999	where are female inmates housed
2000	does equal employment opportunity plan require hiring
2001	how long to fda notify of anda acceptance
2002	can the taxpayer provide all meals consumed in restaurants it doesn't own
2003	finding no reasonable cause and good faith
2004	which of the following is referred to the quality improvement program by the pra management office?
2005	who is the chief of research and evaluation at the bureau?
2006	why community policing agency
2007	what can be reallocated for a COPS award
2008	what is the cim requirement release of information consent
2009	who is a home-licensee
2010	what information is required in the name of tribe public sex offender registry
2011	what is camp funding used for
2012	what is the duration of camp awards
2013	when to report digital asset transactions
2014	cognizant agency definition
2015	what is the authority of the secretary of the treasury to order the closing of certain streets along the perimeter of the white house?
2016	cops office pass number
2017	who has authority to close streets
2018	who are the authorized officials
2019	if settlement payment is considered wages, what is the federal income tax withheld
2020	what is the difference between 1320d-5 and 1320d-6
2021	when to contact cops office
2022	what's the common rule for the protection of human subjects?
2023	what are fingerprints taken on a fbi card
2024	what is program income
2025	are administrative expenses deductible?
2026	can the internal revenue service change the method of accounting on a patent by patent basis
2027	who must provide duns number prior to applying for funding
2028	what is the deferred tax on the postf sales of partnership interest
2029	audit code of conduct
2030	what is administrative law judge powers
2031	how to submit a usdoj certification
2032	can the cops office use funds for another project
2033	why artificial intelligence is used for discrimination
2034	what is the time frame for the federal financial report
2035	when will sf report be submitted
2036	are reimbursements part of a spinoff transaction
2037	what is the objective of saa audit
2038	do i have authority to make representations
2039	what is nsor for offender registration
2040	if an award is declared unenforceable by its terms, a provision of the award shall
2041	who is responsible for reporting lobbying activities
2042	what is cognizant federal agency
2043	what is ahtf funded for
2044	which subaward information is displayed on the website of usaspending.gov
2045	remittance of interest earned amounts
2046	what is the authorized officials
2047	what's the cfda number for cops office camp award
2048	what documentation is usually used to commit a prisoner to bureau facilities
2049	what are local budget cycles
2050	how many federal inmates are in non federal facility
2051	why are cops awards monitored
2052	screening for sexual victimization and abusiveness
2053	what is the department of homeland security's guidance on emergency communications grants
2054	what is prea resource center for the auditors?
2055	supplanting definition
2056	what is state information technology point of contact
2057	what circumstances would be included in an award document supplement
2058	when do you have to report on subawards
2059	unmanned aircraft requirements
2060	what is the general rule for the year when items of gross income are included in gross income
2061	what are the reporting requirements for auditors
2062	when determining to reject email, the staff member must place the email in a rejected status.
2063	what is a materially below market interest rate?
2064	what is the tax consequences of a disqualified disposition
2065	can cops be contracted to another agency?
2066	how long after the expiration date do you have to draw a final sf-425
2067	which of the following is a reason for treating substantial intrasession adjournments as recess appointments?
2068	what is the goal of community policing
2069	what licenses are protected under the cops office
2070	does an agency consider sexual harassment when promoting any contractor
2071	what is PASS award condition
2072	how is storage absorption calculated
2073	why federal agencies must ensure that federal funds are not given to persons that are suspended from participation in federal assistance programs.
2074	when do correctional system staff begin the intake process?
2075	is property a capital expense
2076	when is the financial report due to cops
2077	why are federal agencies required to use federal funding
2078	when determining whether an item/service is available only from one source
2079	who must have itin in spouse
2080	what problems do police need to solve in a structured and disciplined manner?
2081	when do you report a subaward
2082	what is the oig role
2083	public release information requirements
2084	why does cops require financial records
2085	what is the attorney general's duty
2086	how to obtain the certification of review of criminal intelligence systems
2087	when is inmate central file open for review
2088	what contract is required by a nonfederal entity under the federal award
2089	cops office license
2090	when should federal award funds be on hand
2091	do i need to complete an ach form for a cops
2092	how to report obligating action
2093	cpd number for ion spectrometry opi
2094	community policing is defined by
2095	what is the criteria of an oig audit?
2096	why is an oig audit required?
2097	what are the contract provisions for nonfederal entities under federal awards?
2098	what is needed to support community policing
2099	what is the treatment phase of the yca
2100	when does a transaction need to be entered into
2101	what is the nida contract
2102	how to create and maintain financial records for agencies
2103	what is the department regulations for nonprocurement debarment and suspension
2104	why are subrecipients required to be prudent
2105	who is responsible the filing of frivolous returns
2106	what is the contract provision condition for award
2107	when was civil aeronautics act repealed
2108	what was the purpose of the milk price support program? what was the purpose of milk price support program?
2109	when information gathered during analysis should be reviewed
2110	which program is used to procure supplies, equipment, and services, as authorized in the program statement?
2111	curriculum standards and review processes guide
2112	what is the five phases of addie
2113	when are final federal financial reports due
2114	how long does it take to submit a conference submission
2115	when can you request a no cost extension?
2116	what is included with a civil rights award
2117	how long to get a ssn
2118	why is it a special circumstance that some pregnant inmates may choose not to participate in the above-described programs
2119	why is ahtf awarded
2120	which section of the us code authorizes the president to appoint employees in the white house office with the express consent of the president?
2121	can someone earn a cops award
2122	do nonprofit organizations comply with lobbying
2123	is program income earned on the cumulative basis
2124	what is considered capital expenditure of property
2125	which section is a condition precedent to the establishment of a preinspection station?
2126	what is the federal reporting requirements for cops
2127	what is transaction cost de minimis
2128	who does cops grant review
2129	how should alleged investigatory expenses be treated
2130	which branch does treasury provide information about the imf?
2131	when to notify cops of changes in indirect cost
2132	which agency must notify cops of any changes to its approved cost rates?
2133	which part of the treasury circular is authority cited in
2134	if person fails to comply with an order issued under paragraph 1 a person who
2135	what does a community policing officer do?
2136	what discipline procedures must be initiated for inmate use of illicit substances?
2137	chp grant owner manual
2138	which cfr regulations apply if an applicant is a non-profit entity or an institution of higher education?
2139	who was the true owner of payphones
2140	what is the purpose of parking structures?
2141	what does the chief psychologist do
2142	why are congress's deliberations considered an oversight authority
2143	cash awards for invention
2144	irs office of chief counsel memorandum number
2145	what does a ctp administrator do
2146	which is obligated when a cops award is signed
2147	who obligated federal funds
2148	what is sam data
2149	what is the first federal law on voting
2150	what type of armor is used for nij
2151	travel expenses
2152	what is the tribal sex offender registration code
2153	what is the reasonableness of taxpayer's settlement?
2154	is the cpd a travel award
2155	what is the u.s. department of justice reserve a license
2156	does cpd include fringe benefits
2157	what is the indirect cost rate of an agency?
2158	when records are stored away from the principal office, an appropriate written index should be on hand.
2159	who was the employer in otte v us?
2160	who should be the pre auditor for a facility
2161	what is the purpose of the auditor compliance tool
2162	COPS award condition
2163	why are cops award condition
2164	when an employee is subject to will and control of an employer
2165	what article of an operating agreement is for tax purposes?
2166	which section of epa specifically provides that epa can issue administrative penalties against federal agencies
2167	what is the purpose of site visits on police programs?
2168	why do auditors need to retain notes
2169	interest income is treated as income from
2170	what is the condition to consolidated appropriations act
2171	requirements for recipient integrity
2172	unique entity identification definition
2173	what is the cops office cpd program
2174	what travel expenses for cpd award
2175	what does a case manager do in a community corrections office
2176	cops award acceptance period
2177	what is the purpose of a female offender branch?
2178	what is the executive order for equal treatment of religious organizations and the law
2179	what is the primary objective of an saa audit
2180	when an employer fails to file and furnish a 1099-missc, a penalty is asserted against
2181	federal regulations for trips for non medical reasons
2182	what documents is required for cops
2183	how to file a federal financial report with cops
2184	what is problem solving in police
2185	is the smithsonian institute an unusual entity
2186	when are cops cpd awards accepted?
2187	can a closing agreement be applied to taxpayers
2188	when is ffr due
2189	what is an litc
2190	which company is responsible for excess development costs, operating deficits, and all other liabilities?
2191	are internet references valid
2192	who is the home claim licensee
2193	who accepts an honorary irish citizenship
2194	what is the trgp
2195	how many hours of training do racs need
2196	what is the criteria to override a privilege claim in the senate committees
2197	cops office training requirements
2198	what is hsa in health care
2199	does cops report require information
2200	if an address is not designated in a complaint or provided in a notice of appearance, the service of the evidence
2201	what should the auditor consider during prea
2202	how to approve project deliverables
2203	can dpads arise from business
2204	can artificial intelligence cause discrimination
2205	how many contact points to obtain technical assistance and report violations
2206	how to make a protective claim
2207	why would someone need sole source procurement
2208	why is pre audit an important goal
2209	does the justice department contract with women owned businesses
2210	can board serve part time
2211	irs internal revenue service memo number
2212	which agency has a right to terminate an award
2213	what laws apply to nondiscrimination laws
2214	what is the process for submission of a program progress report
2215	what is cfda
2216	what is a liquidated obligation
2217	define simplified acquisition threshold
2218	what is nonsupplanting requirements
2219	if your child didn't live with you in 2022 you can take the credit
2220	when did the naic continue to work on its rbc standards?
2221	department of justice federal bureau of prisons opi number
2222	is cops grant allowable
2223	what does denying federal funds and matching credit mean
2224	what is the purpose of the commissary fund in prison?
2225	at what level do inmates interact?
2226	what is the executive power of article ii
2227	which organization may use volunteers to present educational sessions or nationally standardized self help programs?
2228	what is a pre audit questionnaire
2229	why is the program code used for ccra programs?
2230	why is sole source contracting necessary
2231	why do you need to comply with the necessary contract provisions in order to standardize and strengthen oversight of all contracts made under federal contracts in the united states?
2232	can cash match cost
2233	how many months of the retention period does an agency have to keep each awarded position?
2234	how to identify the type of pay from which a withdrawal is being processed
2235	how are inmate central files maintained
2236	what is the primary way that cops maintains compliance
2237	what regulation provides a trust fund inmate telephone system
2238	when is a federal agency report due
2239	what is cops office monitoring
2240	why is the cops office sent a saa report?
2241	what grounds can be stated in a revenue agent's report for disallowance of claimed deductions
2242	what offenses trigger tribal registration requirements
2243	a. qualifications for continuing education program
2244	which types of events do not require prior approval?
2245	who is compensated for confined to quarters
2246	when are the abeyance option available for governors
2247	what is the irs memo release date
2248	model tribal sex offender registration code
2249	in what year did north dakota ratify the era?
2250	when does the request for withdrawal of personal funds get approved
2251	are fringe benefits part of reasonable compensation package
2252	are office supplies reimbursed for project-related activities
2253	cops trgp grant phone number
2254	which section of the tax code provides for the deduction of nol carryovers to the taxable year?
2255	which rule applies for prospective ethics advice?
2256	when can a state or territory inmate be released
2257	what are the requirements for cops award
2258	what is required for agencies to maintain accounting records?
2259	what is the award document
2260	facility definition
2261	what does trgp e/t pay for
2262	when is priority consideration granted
2263	where does the federal medical center house female offenders
2264	is smithsonian a government agency
2265	do community policing agencies hire
2266	why are oig awards audited
2267	is a government grants considered income
2268	which provision of the Vacancies Reform Act (Vacancy Reform Act) forbids an official to act in a position for which he has been nominated?
2269	what is the child placement for inmates
2270	what is the award document in law enforcement?
2271	define community policing
2272	what is the contract provisions of a federal contract
2273	what is special condition for computer grant
2274	equal treatment for faith based organizations
2275	what is the purpose of significant auditing experience in a company
2276	what must be reported in fsrs report
2277	us department of justice change notice opi number
2278	what is the effect of the appropriations rider
2279	which president established procedures governing responses to congressional requests for information?
2280	is the protective claim valid
2281	when you conduct surveys, interviews, and other methods of information collection, you should contact:
2282	who is authorized for an award
2283	is a law suit between two federal agencies not generally justiciable
2284	who is responsible for submitting website and web based information
2285	is postf a bona fide partner
2286	who entered into closing agreement
2287	why use free file?
2288	cops office customer service phone number
2289	how much interest earned on a federal advance payment must be deposited in an electronic system
2290	when is final federal report due
2291	what are the typical findings of an audit
2292	why use chp grant
2293	who has the right to tell when an audit is completed
2294	when was section 105(a) enacted in congress
2295	can you retain unobligated funds after awards period
2296	cognizant federal agency for indirect cost definition
2297	can an agency draw funding down
2298	when is final federal financial report
2299	who owns tenancy by entireties
2300	why should conference planners compare facilities
2301	when is sf-425 due for the quarter
2302	who is responsible for the operation of the historic property?
2303	materially below market interest rate definition
2304	us department of justice rsd/rsb number
2305	what happens if you delinquent financial reports
2306	what was release of information collected under the agricultural marketing agreement act of 1937
2307	which agency will be contacted if information is missing?
2308	why do inmates lose visiting privileges
2309	what is section c of operating agreement
2310	how to report award condition
2311	does the equal employment opportunity plan impose hiring requirements
2312	what is the trgp grant program
2313	trgp programmatic requirements
2314	us department of the justice - civil rights information for limited english proficient
2315	what is the amount to which r is required to report a payment to q on the information return
2316	which of the following requires that the language of this certification be included in the award document for all subawards?
2317	which nurse is authorized to act in the absence of don
2318	what is duns number in the us government
2319	what is the specific rules regarding the termination of award funding?
2320	cognizant agency for indirect cost
2321	cops office contact phone
2322	what is the purpose of community policing
2323	how does cops choose subject matter experts
2324	what is required for a cops award
2325	where do i find a cops form
2326	how is the oig audit conducted
2327	what are the program progress reports
2328	is an equity account taxable
2329	how long can an extension be given for a grant?
2330	cops gov office phone number
2331	how to obtain a tribal resources grant
2332	what contract provision is applicable to nonfederal entities
2333	certify that it is not having a federal tax liability that has been assessed and that all judicial and administrative remedies have been exhausted or have lapsed, and is not being paid in a timely manner pursuant to an agreement with the authority responsible for collecting the tax, and that is not being paid
2334	why does the clean air fee go beyond regulatory purposes
2335	what is the accounting method for gift cards
2336	are season tickets property
2337	when are sf-425s due
2338	what is an allocable cost
2339	what is john r. justice grant
2340	cops office customer service number
2341	when can a pre audit report be submitted
2342	what is clinical competency review used for
2343	when can you request a no cost extension
2344	federally recognized tribes definition
2345	what is a supplanting award
2346	is the smithsonian institution legal
2347	what does the oig select
2348	what building is the cops office in
2349	how to apply for cops award
2350	why a duns number
2351	can fcc licenses be amortized
2352	cops award condition
2353	when do i need to report an action to the fsrs
2354	do invoices include evidence of acceptance
2355	which section of the voting rights act protects voters from discrimination
2356	when is no cost time extension approved
2357	which process requires contractors to establish a chain of custody for specimens collected during urinalysis?
2358	who must sign cops award
2359	when is an award due for each quarter
2360	what is reentry programming for psychology
2361	taxpayer is not considered a realistic possibility of being sustained on the merits.
2362	who is responsible for the operation of historic property
2363	can auditors not seek recertification
2364	what agency is required to retain officer
2365	what was the purpose of the civil aeronautics act of 1938
2366	do saa reports need to be sent to cops
2367	how does the cops office close an audit
2368	why is it important for an auditor to sample sexual harassment
2369	how to accept a cops award
2370	how is the cops office audited
2371	which section is applicable to the inmates in contract facilities which are required, by the terms of their contract, to use a discipline system in which a bureau dho takes final and written decisions?
2372	us dept of justice cops hiring program
2373	cops office program manager
2374	what must you submit to cops
2375	what is a federally recognized tribe
2376	what is local match requirement
2377	when was the 1984 act amended
2378	who has the authority to prosecute criminal contempt
2379	what are the accounting systems of cops
2380	what is cra requirements
2381	who pays provider payable
2382	what are the responsibilities of law enforcement agencies in schools
2383	how to submit ocr utilization report
2384	what are the other compensation for the executive
2385	what is the purpose of the chp award
2386	how do auditors defend their findings
2387	can law enforcement use a local match
2388	who has the operational control of a facility
2389	how is COPS accounting systems and accounting requirements related to chp?
2390	what type of audit is chp award
2391	which type of form is used to designate a tmp form
2392	when to perform reasonable suspicion testing on a visitor
2393	requirements for trgp program
2394	what to include in panel findings
2395	do nonprofit organizations have eeop requirements
2396	when must an auditor surrender his or her certification
2397	why is it necessary to forward a report to the operations lieutenant
2398	how do you access and view award documents in gms
2399	which is a plain term of the vacancy reform act, he would be eligible to be designated to act?
2400	will cops approve modification requests
2401	anda process
2402	which section of the epa specifically states the authority of EPA to issue administrative penalties for federal agencies?
2403	what conditions must a cops office be monitored to ensure compliance with award conditions
2404	which case is an example of an exception to a rule that requires the text of the statute to dictate a different result?
2405	did corporation sell synthetic fuel under agreement a
2406	why is voting a federal right
2407	which of the following is the responsibility of the agency for communicating with inmates with disabilities?
2408	what is eobgr
2409	what is trgp
2410	how many times should a face up inmate be checked
2411	when is the quarterly report required for a government agency to be filed
2412	when did the psr go to sentencing court
2413	alleged inmate perpetrator procedure
2414	why is photocopying practice noninfringing
2415	when an agency award is terminated
2416	what kind of jobs can inmates be assigned to
2417	why do policing evaluations need to be undertaken
2418	what is the purpose of an eobgr
2419	what form is used to extend statute of limitations
2420	when is the recipient integrity and performance requirements for awarding agencies to include
2421	who must request written approval from cops office for sole source procurement?
2422	what is sex offender registration
2423	does cops awards have false statements
2424	when should site inspection be forwarded to the evaluation committee
2425	what is the purpose of the enhanced office based grant review?
2426	what is the objective of an saa audit
2427	what is the purpose of saa audit
2428	what executive order amended part 42
2429	what executive order has a partnership with a faith-based organization
2430	when was combined productive capacity of an llc considered
2431	when does program report due date
2432	requirements of a high risk recipient
2433	what is the nonfederal entity responsible for reporting safety standards violations to the federal awarding agency?
2434	what is a drug market intervention
2435	what is a award document
2436	can you use 6-hours exception for lockups
2437	what does it mean when a inmate has been dismissed for
2438	do cops require progress reports
2439	what is the stepdown treatment unit
2440	how long does it take to receive auditor certification
2441	why does the fbi have to act outside its jurisdiction
2442	how to check paperwork for release
2443	why is the asset forfeiture fund created
2444	which criminal background check audits require a criminal background check
2445	how to mail visitor form to inmate
2446	what documentation must be submitted to the cops office for sole source
2447	what is the purpose of peer reviewed audits
2448	what are allocable costs
2449	when should I submit post audit report
2450	what is the ultimate purpose of stock options
2451	equal treatment for faith-based organizations executive order
2452	aca accreditation standards for correctional facilities
2453	what is required to provide an alternate medium in the case of a disabled inmate?
2454	what position does scalia hold
2455	what type of issue might initiate a protest
2456	which of the following is an example of a case that did not involve title?
2457	fpi inmate training
2458	what documents are required to lodge a detainer in csd custody
2459	which branch of congress has the authority to conduct investigations into and investigate the executive branch? quizlet
2460	when was the havana convention ratified
2461	when is svpp due
2462	change the climate and culture
2463	what is meant by the step transaction doctrine
2464	how to subtract 1040-SR from 1040
2465	what are the conditions for federal assistance programs
2466	how to access program progress report
2467	if the head of an executive agency issues an order denying relief under paragraph (a), the head of an executive agency issues an order to the extent that an order was issued for a judicial case under an executive order.
2468	who is the authority of the attorney general to make successive designations for interim marshalls
2469	what is the statutory nonsupplanting requirement
2470	what is the purpose of the cops award
2471	are above market earnings on deferred compensation qualified for tax purposes?
2472	what is problem solving process
2473	can i draw a provisional indirect rate on my agency's grant?
2474	how does productive capacity limitations apply to taxpayers
2475	can president and attorney general file lawsuits
